OBJECT ID,FILENAME,SUBJECT,SESSION,CHANNEL,F1,F2,F3,F4,F5,F6,F7,F8
0,1_899_bk_pic.pckl,sb2,se1,['F8'],-1.0821080296880816,4.572524374038162,-0.142868882663443,-0.894427478131286,3.5118960416255662,1.3544528672898777,1.1944153858479503,2.0052253247862275
1,1_899_bk_pic.pckl,sb2,se1,['F4'],-2.2977693530621437,6.024035243730426,-1.5052202805887436,1.7600644121570275,2.365579769022965,1.1954883819173203,1.2213681411168171,1.9474545391929095
2,1_899_bk_pic.pckl,sb2,se1,['Fz'],-1.1584671449940978,3.307662043015714,-0.6176308949608477,0.2449465743201511,1.4859412322493202,0.7232519153224867,1.4294384528977355,2.8482745548061503
3,1_903_bk_pic.pckl,sb2,se1,['F8'],1.7692181096144055,5.643639516074472,1.7775982385845681,2.59985664601382,4.329620025169861,1.1864954328770447,-0.06722403045363541,-0.440353499326096
4,1_903_bk_pic.pckl,sb2,se1,['F4'],4.177864797810723,9.67274932249909,2.3802911401049873,4.883260565526343,3.0255629799872437,1.1009659055487235,0.9440572352891934,1.8470179542733378
5,1_903_bk_pic.pckl,sb2,se1,['Fz'],2.8381169703870444,6.339782596516138,2.233332480998223,4.900080426360959,2.0353065733903692,0.7888491458941246,0.5047526562643507,-0.2344063885570158
6,1_904_bk_pic.pckl,sb2,se1,['F8'],-15.988030799084013,15.581248990894114,0.30699929716400803,-1.2598164576520046,5.370002442996687,1.2416679060856677,-0.27644605287358737,-1.457485273240572
7,1_904_bk_pic.pckl,sb2,se1,['F4'],-27.704822213896865,25.13366364603163,0.08718830846330441,-1.3687408229681253,6.260210700477579,1.0914644152000958,0.4309701731714331,-0.9819267904992794
8,1_904_bk_pic.pckl,sb2,se1,['Fz'],-16.523468803376904,16.30411771772183,0.19859280562706616,-1.4886600240920513,4.147742194546722,0.8540703825855992,0.15866406999295898,-1.4744983885756064
9,1_914_bk_pic.pckl,sb2,se1,['F8'],22.004786271067175,4.143753926025434,0.40199998130923226,-0.5184706414433844,4.69598460709614,1.6980886113417741,1.4308933038237774,2.041131574677668
10,1_914_bk_pic.pckl,sb2,se1,['F4'],33.13119671459612,5.573699788884454,1.5105670869682382,1.8867435902459695,3.760437709330037,2.0958751247258243,1.9777359875764087,3.367493921287898
11,1_914_bk_pic.pckl,sb2,se1,['Fz'],17.220952813780716,3.4214114561568327,0.03749948132621151,-0.20287291257447304,2.123078237890871,1.3180066020514691,2.1929914922568408,3.901679070922823
12,1_918_bk_pic.pckl,sb2,se1,['F8'],-30.1583182924785,8.423929912510541,0.10409343230490586,-1.5,4.6076729325622505,1.9337327237970188,0.7008050111589825,-1.5000000000000007
13,1_918_bk_pic.pckl,sb2,se1,['F4'],-69.58162547855979,6.654384607040546,0.5222589363901635,-1.500000000000001,6.962555754142049,2.3485890223380186,0.703119164864583,-1.4999999999999991
14,1_918_bk_pic.pckl,sb2,se1,['Fz'],-41.29945301670258,4.096251155914629,0.5504953409121826,-1.5000000000000027,4.598294919936311,1.2733109458950267,0.3916941935753433,-1.5000000000000004
15,1_922_bk_pic.pckl,sb2,se1,['F8'],19.46119971321895,10.118665495582169,-0.04022635820747836,-1.5922998734387896,3.8930897407341507,2.2691705039416363,0.800903274175597,-0.9201024139898126
16,1_922_bk_pic.pckl,sb2,se1,['F4'],24.869434375645298,8.090573498665554,-0.12451820301052745,-1.5356825466306168,3.304227674438771,2.540265669075257,1.3920034257296932,0.8766358922438235
17,1_922_bk_pic.pckl,sb2,se1,['Fz'],14.70494032574379,2.686617898582701,0.4603099151810867,-1.0238785416923906,2.1257248354670804,1.7783676142075286,1.803201586640753,1.9203724295969433
18,1_924_bk_pic.pckl,sb2,se1,['F8'],17.971343239983437,13.781917845319903,0.13794799773396585,-1.3885039282833567,5.315248606166926,0.9882852596627101,0.7115662855688604,-0.37389190956180185
19,1_924_bk_pic.pckl,sb2,se1,['F4'],23.56281493245696,19.946710174037438,0.15122631088416344,-1.3004353335650058,5.973362456890482,1.650623072748328,-0.026952154361314717,-0.8887131827869199
20,1_924_bk_pic.pckl,sb2,se1,['Fz'],14.319473752007568,10.749721179880703,0.11953774389432091,-1.2316999600308134,3.3699629227027708,1.0391826602623426,-0.21154643325425354,-1.0915594820420491
21,1_926_bk_pic.pckl,sb2,se1,['F8'],19.217179099424296,4.707445285661776,-0.7000323497852807,-1.499999999999999,6.158494254688631,2.143767219348731,-0.0725234620441694,-1.5000000000000004
22,1_926_bk_pic.pckl,sb2,se1,['F4'],53.19249660313965,10.91918979450523,-0.608776740044965,-1.4999999999999996,9.437256702827538,1.8278760624944626,-0.6178220175212777,-1.4999999999999991
23,1_926_bk_pic.pckl,sb2,se1,['Fz'],30.96599812748561,5.5211957126606555,-0.5861123520978222,-1.5000000000000007,4.759038278064528,1.0596820265388547,-0.6833096614337935,-1.4999999999999998
24,1_950_bk_pic.pckl,sb2,se1,['F8'],43.48185744720655,4.105586455610497,-0.5534317212083922,-1.4999999999999998,5.093791568519847,1.9337284699192416,0.49238411278303623,-1.5000000000000002
25,1_950_bk_pic.pckl,sb2,se1,['F4'],72.90202097399715,3.88178791680076,-0.6006482464903535,-1.5000000000000033,6.698518248473956,3.776780992250485,0.617517031763382,-1.5000000000000002
26,1_950_bk_pic.pckl,sb2,se1,['Fz'],39.55408840177236,3.611580028245111,-0.44366183047165386,-1.5,4.105632512119509,1.1026458940646104,0.7070554376808585,-1.5000000000000002
27,1_954_bk_pic.pckl,sb2,se1,['F8'],24.205517491508328,9.059897384968174,-0.26785523333602085,-1.5036755855639956,4.040499132678154,1.1164540543009005,0.14758638574330168,-0.6462374268444822
28,1_954_bk_pic.pckl,sb2,se1,['F4'],37.15881014755698,8.982119056623823,-0.05058329118185713,-1.5119149685898543,3.3764147113621763,1.5115195942211217,0.56480964078975,-0.8608904600859262
